source_provider_name,source_health_system,source_geography,source_service_line,source_market,source_period,source_volume,payer_type,data_source,source_file
Luminis Health,Luminis Health,Maryland,CARD,Virginia Demo Market,2019-Q2,636,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
HCA Virginia,HCA Healthcare,Richmond,oncology,Virginia Demo Market,2022 Q4,524,Commercial,mock_source_v2,vol_export_final.csv
vcu health,VCU Health System,Richmond,women's health,Virginia Demo Market,2023 Q4,856,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Bon Secours Health,Bon Secours Mercy Health,Richmond,Cardiac,Virginia Demo Market,2020 Q1,926,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
inova health,,Northern Virginia,emergency services,Virginia Demo Market,Apr-Jun 2022,3304.0,Medicaid,mock_source_v2,vol_export_final.csv
Privia Hlth,Privia Health Group,Northern Virginia,GI,Virginia Demo Market,Q2 2019,270,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
CARILION,Carilion Clinic,Roanoke,GASTROENTEROLOGY,Virginia Demo Market,Q4-2019,387,,mock_source_v2,vol_export_FINAL_v2.csv
VCU Health,VCU Health System,Richmond,neurology,Virginia Demo Market,2021-Q3,1488,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
MEDSTAR,MedStar Health,DC Metro,ORTHOPEDICS,Virginia Demo Market,Q2-2019,1173,,mock_source_v2,vol_export_FINAL_v2.csv
HCA,HCA Healthcare,Richmond,Neurological Svcs,Virginia Demo Market,2023-Q3,517,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Inova Loudoun Hospital,Inova Health System,Northern Virginia,ER Services,Virginia Demo Market,2019 Q3,880,All Payer,mock_source_v2,vol_export_final.csv
NovantHlth,Novant Health,Northern Virginia,GI,Virginia Demo Market,Q3 2022,325,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Bon Secours Health,Bon Secours Mercy Health,Richmond,OB/GYN,National,2020-Q1,1182,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
INOVA HEALTH SYSTEM,Inova Health System,Northern Virginia,Neuro,Virginia Demo Market,2022-Q4,1218,,mock_source_v2,provider_volume_2019_2023.csv
INOVA LOUDOUN,,Northern Virginia,Ob-Gyn,Virginia Demo Market,Q3-2022,869,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
luminis health,,Maryland,Neurological Svcs,Virginia Demo Market,2021 Q1,370,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
uva health,UVA Health,Charlottesville,Neurology,Virginia Demo Market,2023 Q1,997,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
NOVANT,Novant Health,Northern Virginia,Emerg Svcs,Virginia Demo Market,Jan-Mar 2022,1067,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
Inova Loudoun Hospital,Inova Health System,Northern Virginia,Oncology,Virginia Demo Market,Q3/2023,321,,mock_source_v2,provider_volume_2019_2023.csv
PRIVIA HEALTH GROUP,Privia Health Group,Northern Virginia,EMERGENCY,Virginia Demo Market,2019-Q2,94,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
medstar health,MedStar Health,DC Metro,BEHAVIORAL HEALTH,Virginia Demo Market,Q3 2023,604,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Sentara Healthcare,Sentara Healthcare,Hampton Roads,WOMENS HEALTH,Virginia Demo Market,Q2-2023,1753,Medicare,mock_source_v2,provider_volume_2019_2023.csv
sentara,Sentara Healthcare,Hampton Roads,CARDIOLOGY,Virginia Demo Market,Q4-2022,1851,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
LUMINIS,Luminis Health,Maryland,Heart Services,Virginia Demo Market,Q3-2023,623,Medicare,mock_source_v2,provider_volume_2019_2023.csv
INOVA Loudoun,,Northern Virginia,Gastro,Virginia Demo Market,Q3-2023,266,All Payer,mock_source_v2,provider_volume_2019_2023.csv
U.V.A. Health,,Charlottesville,Gastroenterology,Virginia Demo Market,Jul-Sep 2019,511,Medicare,mock_source_v2,vol_export_final.csv
inova health,Inova Health System,Northern Virginia,Gastroenterology,Virginia Demo Market,Oct-Dec 2022,911,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
bon secours,Bon Secours Mercy Health,Richmond,Orthopedics,Virginia Demo Market,Q1/2023,1084,All Payer,mock_source_v2,vol_export_final.csv
NovantHlth,Novant Health,Northern Virginia,Emergency,Virginia Demo Market,Jan-Mar 2021,1011,All Payer,mock_source_v2,vol_export_final.csv
Inova Health,,Northern Virginia,gastro,Virginia Demo Market,Q2/2021,961,Unknown,mock_source_v2,vol_export_final.csv
Inova Loudoun,Inova Health System,Northern Virginia,Orthopedic,Virginia Demo Market,2023 Q3,834,Commercial,mock_source_v2,provider_volume_2019_2023.csv
Virginia Commonwealth,VCU Health System,Richmond,MSK,Virginia Demo Market,2023-Q2,1090,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
VCU,VCU Health System,Richmond,NEUROLOGY,Virginia Demo Market,2023-Q4,1703,,mock_source_v2,vol_export_final.csv
VCU Medical Center,VCU Health System,Richmond,GI,Virginia Demo Market,2022 Q2,629,Medicare,mock_source_v2,provider_volume_2019_2023.csv
CARILION CLINIC,Carilion Clinic,Roanoke,OB/GYN,Virginia Demo Market,Q1/2022,755,All Payer,mock_source_v2,provider_volume_2019_2023.csv
medstar health,MedStar Health,DC Metro,NEUROLOGY,Virginia Demo Market,Jan-Mar 2021,825,All Payer,mock_source_v2,provider_volume_2019_2023.csv
hca hlth va,HCA Healthcare,Richmond,BH,Virginia Demo Market,Q4 2020,277.0,Medicare,mock_source_v2,provider_volume_2019_2023.csv
NovantHlth,,Northern Virginia,Cardiology,Virginia Demo Market,2021-Q1,790,Medicaid,mock_source_v2,vol_export_final.csv
SENTARA HEALTH,Sentara Healthcare,Hampton Roads,Women's Health,Virginia Demo Market,Q1/2021,1600,,mock_source_v2,provider_volume_2019_2023.csv
hca virginia,HCA Healthcare,Richmond,BH,Virginia Demo Market,Q1 2022,343,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
CARILION CLINIC,Carilion Clinic,Roanoke,gastro,Virginia Demo Market,Jan-Mar 2022,384,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
hca virginia,HCA Healthcare,Richmond,gi services,Virginia Demo Market,Q2-2020,256,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Privia,Privia Health Group,Northern Virginia,ONCOLOGY,Virginia Demo Market,Q4-2023,195.0,Medicare,mock_source_v2,vol_export_final.csv
INOVA LOUDOUN,Inova Health System,Northern Virginia,Gastro,Virginia Demo Market,Q2/2022,272,All Payer,mock_source_v2,vol_export_final.csv
Privia Hlth,Privia Health Group,Northern Virginia,Psych,Virginia Demo Market,Q3 2022,394,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
NovantHlth,Novant Health,Northern Virginia,ER Services,Virginia Demo Market,2023 Q3,937,,mock_source_v2,provider_volume_2019_2023.csv
INOVA LOUDOUN,Inova Health System,Northern Virginia,Behavioral Health,Virginia Demo Market,2022-Q4,181,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
Carilion Clinic,Carilion Clinic,Roanoke,Orthopedics,Virginia Demo Market,Oct-Dec 2022,667 cases,Medicare,mock_source_v2,vol_export_final.csv
LUMINIS HEALTH,Luminis Health,Maryland,Womens Health,Virginia Demo Market,2023 Q3,755,Medicare,mock_source_v2,vol_export_final.csv
luminis health,Luminis Health,Maryland,gastro,Virginia Demo Market,2020 Q2,144,Commercial,mock_source_v2,provider_volume_2019_2023.csv
Med Star,MedStar Health,DC Metro,oncology,Virginia Demo Market,2020 Q1,876,Commercial,mock_source_v2,provider_volume_2019_2023.csv
Virginia Commonwealth,VCU Health System,Richmond,Gastroenterology,Virginia Demo Market,Q4/2020,542,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Privia Hlth,Privia Health Group,Northern Virginia,neurology,Virginia Demo Market,2021 Q2,229,Medicare,mock_source_v2,vol_export_final.csv
Inova Loudoun Hospital,Inova Health System,Northern Virginia,ortho,Virginia Demo Market,Q2-2020,345,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Luminis Hlth,Luminis Health,Maryland,behav hlth,Virginia Demo Market,2022 Q3,235,Unknown,mock_source_v2,vol_export_final.csv
Luminis Health,Luminis Health,Maryland,ONCOLOGY,Virginia Demo Market,2020 Q1,379,Medicare,mock_source_v2,provider_volume_2019_2023.csv
HCA Healthcare VA,HCA Healthcare,Richmond,ORTHOPEDICS,Virginia Demo Market,Q4 2022,1268,,mock_source_v2,vol_export_final.csv
PRIVIA HEALTH GROUP,Privia Health Group,Northern Virginia,Cancer Services,Virginia Demo Market,2022 Q3,171,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
inova loudoun,Inova Health System,Northern Virginia,orthopaedics,Virginia Demo Market,Q4-2020,595,All Payer,mock_source_v2,vol_export_final.csv
BSMH,Bon Secours Mercy Health,Richmond,CARDIOLOGY,Virginia Demo Market,Q3/2023,884,Medicaid,mock_source_v2,provider_volume_2019_2023.csv
Privia Hlth,Privia Health Group,Northern Virginia,GI Services,Virginia Demo Market,Apr-Jun 2020,133,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
HCA VIRGINIA,HCA Healthcare,Richmond,GI Services,Virginia Demo Market,Q3/2021,566,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Bon Secours,Bon Secours Mercy Health,Richmond,EMERGENCY,Virginia Demo Market,Q3-2020,1028,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Carilion,,Roanoke,Oncology,Virginia Demo Market,2019 Q4,593,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Luminis,Luminis Health,Maryland,onc.,Virginia Demo Market,Q3/2022,402,All Payer,mock_source_v2,provider_volume_2019_2023.csv
HCA VIRGINIA,HCA Healthcare,Richmond,ED,Virginia Demo Market,Q1/2019,2325,,mock_source_v2,vol_export_final.csv
Carilion Clinic,Carilion Clinic,Roanoke,GI,Virginia Demo Market,Q4-2020,348 cases,Unknown,mock_source_v2,provider_volume_2019_2023.csv
HCA,HCA Healthcare,Richmond,Oncology,Virginia Demo Market,Oct-Dec 2019,505,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Carilion,Carilion Clinic,Roanoke,EMERGENCY,Virginia Demo Market,Apr-Jun 2020,457,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
HCA Virginia,HCA Healthcare,Richmond,Ob-Gyn,Virginia Demo Market,Q3/2022,1078,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Privia Health,Privia Health Group,Northern Virginia,Emerg Svcs,Virginia Demo Market,Q1/2019,109,Unknown,mock_source_v2,provider_volume_2019_2023.csv
BSMH,Bon Secours Mercy Health,Richmond,women's health,Virginia Demo Market,Q3/2019,1329,,mock_source_v2,vol_export_FINAL_v2.csv
privia health,Privia Health Group,Northern Virginia,gi services,National,2022-Q3,330,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
HCA Virginia,,Richmond,Women's Health,Virginia Demo Market,2019-Q4,988,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Carilion Health,Carilion Clinic,Roanoke,Women,,Q2 2020,342,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
VCU Medical Center,VCU Health System,Richmond,Psych,Virginia Demo Market,Q2/2021,"1,080",,mock_source_v2,provider_volume_2019_2023.csv
medstar health,MedStar Health,DC Metro,neuro services,Virginia Demo Market,Q4/2020,739,All Payer,mock_source_v2,vol_export_final.csv
Virginia Commonwealth,VCU Health System,Richmond,Ob-Gyn,Virginia Demo Market,Jul-Sep 2019,855,All Payer,mock_source_v2,vol_export_final.csv
Novant,,Northern Virginia,Cancer Services,Virginia Demo Market,Oct-Dec 2019,292,All Payer,mock_source_v2,provider_volume_2019_2023.csv
MedStar,MedStar Health,DC Metro,Musculoskeletal,Virginia Demo Market,Q3-2023,1357,All Payer,mock_source_v2,vol_export_final.csv
Carilion,Carilion Clinic,Roanoke,oncology,Virginia Demo Market,Q3/2019,582,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Carilion Clinic,Carilion Clinic,Roanoke,Gastro,Virginia Demo Market,Q2 2022,416,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Privia Health,Privia Health Group,Northern Virginia,Heart Services,Virginia Demo Market,Jul-Sep 2019,383,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
Privia,Privia Health Group,Northern Virginia,Musculoskeletal,Virginia Demo Market,2023-Q2,531,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Bon Secours Mercy,Bon Secours Mercy Health,Richmond,G.I.,Virginia Demo Market,Oct-Dec 2019,435,All Payer,mock_source_v2,provider_volume_2019_2023.csv
LUMINIS HEALTH,Luminis Health,Maryland,MSK,Virginia Demo Market,Q1-2021,555,Commercial,mock_source_v2,vol_export_final.csv
Carilion,Carilion Clinic,Roanoke,GASTROENTEROLOGY,Virginia Demo Market,Jul-Sep 2021,427,All Payer,mock_source_v2,vol_export_final.csv
Bon Secours Mercy,Bon Secours Mercy Health,Richmond,E.D.,Virginia Demo Market,2023-Q3,1421,All Payer,mock_source_v2,provider_volume_2019_2023.csv
SENTARA HEALTH,Sentara Healthcare,Hampton Roads,women's health,Virginia Demo Market,Q1-2022,1576,Medicare,mock_source_v2,vol_export_final.csv
Luminis Health,Luminis Health,Maryland,E.D.,Virginia Demo Market,Q2 2020,388,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
medstar health,MedStar Health,DC Metro,emergency services,Virginia Demo Market,2021 Q2,1814,Medicare,mock_source_v2,vol_export_final.csv
bon secours,Bon Secours Mercy Health,Richmond,oncology,TBD,Q3/2021,419,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
LUMINIS HEALTH,Luminis Health,Maryland,ER Services,Virginia Demo Market,Q4/2020,829,Medicare,mock_source_v2,vol_export_final.csv
hca virginia,HCA Healthcare,Richmond,cardiac services,Virginia Demo Market,Apr-Jun 2019,"1,083",All Payer,mock_source_v2,vol_export_FINAL_v2.csv
BSMH,,Richmond,NEURO,Virginia Demo Market,Q3-2019,403,All Payer,mock_source_v2,vol_export_final.csv
BON SECOURS,Bon Secours Mercy Health,Richmond,card.,Virginia Demo Market,Oct-Dec 2019,1005,,mock_source_v2,vol_export_final.csv
Bon Secours Mercy,Bon Secours Mercy Health,Richmond,Orthopedics,Virginia Demo Market,Apr-Jun 2023,1309,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
MEDSTAR,MedStar Health,DC Metro,Gastroenterology,Virginia Demo Market,Q1 2021,581 cases,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Carilion Clinic,Carilion Clinic,Roanoke,ONCOLOGY,Virginia Demo Market,Q4 2022,613,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Privia Hlth,Privia Health Group,Northern Virginia,cardiac services,Virginia Demo Market,2019 Q1,409,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
Inova Health,Inova Health System,Northern Virginia,E.D.,Virginia Demo Market,Q1-2023,4759,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
VCU Health,VCU Health System,Richmond,gastro,Virginia Demo Market,Q2 2023,670,,mock_source_v2,vol_export_FINAL_v2.csv
CARILION,,Roanoke,emergency services,Virginia Demo Market,Q1/2019,1145,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Carilion,,Roanoke,behavioral health,Virginia Demo Market,Jan-Mar 2021,378,All Payer,mock_source_v2,vol_export_final.csv
Luminis Health,Luminis Health,Maryland,CARD,Virginia Demo Market,Jul-Sep 2019,592,All Payer,mock_source_v2,vol_export_final.csv
Privia,Privia Health Group,Northern Virginia,emergency services,Virginia Demo Market,Q3-2022,114,Medicare,mock_source_v2,vol_export_final.csv
Sentara Healthcare,Sentara Healthcare,Hampton Roads,EMERGENCY,Virginia Demo Market,Apr-Jun 2023,2507,Medicare,mock_source_v2,vol_export_final.csv
vcu,VCU Health System,Richmond,NEUROLOGY,Virginia Demo Market,Q4/2020,1351,All Payer,mock_source_v2,provider_volume_2019_2023.csv
Privia Hlth,Privia Health Group,Northern Virginia,Emergency,Virginia Demo Market,Q4 2022,119,All Payer,mock_source_v2,provider_volume_2019_2023.csv
LUMINIS HEALTH,Luminis Health,Maryland,cancer,Virginia Demo Market,2020-Q4,368,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
privia health,,Northern Virginia,behavioral health,Virginia Demo Market,Q3/2021,372,Medicare,mock_source_v2,provider_volume_2019_2023.csv
Luminis,Luminis Health,Maryland,Cardiology,Virginia Demo Market,Q4/2019,705,All Payer,mock_source_v2,vol_export_final.csv
Inova Health,Inova Health System,Northern Virginia,ortho,Virginia Demo Market,2021 Q3,2653.0,All Payer,mock_source_v2,vol_export_final.csv
V.C.U. Health,VCU Health System,Richmond,Orthopedic,Virginia Demo Market,Q1/2023,928,Medicare,mock_source_v2,vol_export_final.csv
Inova Loudoun Hospital,Inova Health System,Northern Virginia,onc.,Virginia Demo Market,Jan-Mar 2020,297,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
VCU Health,VCU Health System,Richmond,Women's Health,Virginia Demo Market,2019 Q4,851,All Payer,mock_source_v2,provider_volume_2019_2023.csv
PRIVIA,Privia Health Group,Northern Virginia,ORTHOPEDICS,Virginia Demo Market,Q1/2019,306,Medicare,mock_source_v2,vol_export_final.csv
Bon Secours,Bon Secours Mercy Health,Richmond,Emerg Svcs,Virginia Demo Market,2021 Q3,,Medicare,mock_source_v2,vol_export_final.csv
INOVA,Inova Health System,Northern Virginia,Emergency,Virginia Demo Market,2022-Q1,3735,Commercial,mock_source_v2,provider_volume_2019_2023.csv
MEDSTAR,,DC Metro,OB/GYN,Virginia Demo Market,Q2/2021,1205,Medicaid,mock_source_v2,vol_export_final.csv
privia health,Privia Health Group,Northern Virginia,Neurology,Virginia Demo Market,Q3-2022,241,All Payer,mock_source_v2,provider_volume_2019_2023.csv
vcu,VCU Health System,Richmond,Gastro,Virginia Demo Market,2021-Q1,600,Unknown,mock_source_v2,provider_volume_2019_2023.csv
Sentara,Sentara Healthcare,Hampton Roads,Behavioral Health,Virginia Demo Market,2022 Q2,445,,mock_source_v2,vol_export_final.csv
Carilion Clinic,Carilion Clinic,Roanoke,GI,Virginia Demo Market,Q2/2019,421.0,Unknown,mock_source_v2,provider_volume_2019_2023.csv
MedStar,MedStar Health,DC Metro,Heart Services,Virginia Demo Market,Q3/2023,1334,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
Sentara Healthcare,Sentara Healthcare,Hampton Roads,card.,Virginia Demo Market,2019 Q3,1317,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
MEDSTAR,MedStar Health,DC Metro,Behavioral Health,Virginia Demo Market,Q4-2019,505,All Payer,mock_source_v2,vol_export_final.csv
UVA,UVA Health,Charlottesville,ER Services,Virginia Demo Market,Q3/2022,1370.0,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
VCU Health,VCU Health System,Richmond,Women's Health,Virginia Demo Market,Q1 2019,848,All Payer,mock_source_v2,vol_export_final.csv
U.V.A. Health,UVA Health,Charlottesville,CARD,Virginia Demo Market,Q2/2021,922,Commercial,mock_source_v2,vol_export_FINAL_v2.csv
MedStar Health,MedStar Health,DC Metro,GASTROENTEROLOGY,Virginia Demo Market,2019-Q3,626,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
INOVA,Inova Health System,Northern Virginia,Women,Virginia Demo Market,Q3 2023,2019,Medicaid,mock_source_v2,vol_export_final.csv
NOVANT,Novant Health,Northern Virginia,Women,Virginia Demo Market,Jan-Mar 2021,,Medicare,mock_source_v2,vol_export_final.csv
inova,Inova Health System,Northern Virginia,Neuro,Virginia Demo Market,Jul-Sep 2021,1127,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
medstar health,,DC Metro,Cancer Services,Virginia Demo Market,Jul-Sep 2020,742,Medicare,mock_source_v2,vol_export_final.csv
V.C.U. Health,VCU Health System,Richmond,onc.,Virginia Demo Market,Q3-2022,3478,,mock_source_v2,vol_export_FINAL_v2.csv
vcu,VCU Health System,Richmond,Heart Services,Virginia Demo Market,2020 Q1,1143,All Payer,mock_source_v2,vol_export_FINAL_v2.csv
PRIVIA HEALTH GROUP,Privia Health Group,Northern Virginia,Musculoskeletal,Virginia Demo Market,2022-Q4,426,Medicare,mock_source_v2,provider_volume_2019_2023.csv
U.V.A. Health,UVA Health,Charlottesville,Orthopedics,Virginia Demo Market,2022 Q1,821,Commercial,mock_source_v2,vol_export_final.csv
Sentara Health,Sentara Healthcare,Hampton Roads,EMERGENCY,Virginia Demo Market,2022 Q3,2466,Medicaid,mock_source_v2,vol_export_FINAL_v2.csv
Bon Secours,Bon Secours Mercy Health,Richmond,ED,Virginia Demo Market,Q4 2023,missing,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
sentara,Sentara Healthcare,Hampton Roads,Ob-Gyn,Virginia Demo Market,Q3/2023,1670,Unknown,mock_source_v2,vol_export_FINAL_v2.csv
INOVA HEALTH SYSTEM,Inova Health System,Northern Virginia,Cancer Services,Virginia Demo Market,Q4/2020,1276,Medicare,mock_source_v2,vol_export_FINAL_v2.csv
Privia Health,Privia Health Group,Northern Virginia,Musculoskeletal,Virginia Demo Market,2020-Q4,313,All Payer,mock_source_v2,vol_export_final.csv
NOVANT,Novant Health,Northern Virginia,Women's Health,Virginia Demo Market,2019 Q3,752,All Payer,mock_source_v2,provider_volume_2019_2023.csv
